,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
12590,423529f4410ea1c59052f7ca3e6dfbc5,HARVEY PARK,,,,FLUSHING,Queens,4,11357.0,40.7834558738,-73.8234335983,1033147.15745,224760.24925700002,0,4041540250,407,19,103900,QN49,PARKS AND PLAZAS,PARKS,COMMUNITY PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",25.0,109,Local
12595,b1449d7917e864483342db56fec79587,"HATCH, BARBARA RUTHERFORD, HOUSE",,,,NEW YORK,Manhattan,1,10065.0,40.7646339968,-73.9655227303,993800.617328,217855.40824299998,0,1013980027,108,4,12000,MN40,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
12596,85a6efddc5dc03f3b1d73e4651d6a777,HATTIE CARTHAN COMMUNITY GARDEN,700,MARCY AVENUE,700 MARCY AVENUE,BROOKLYN,Brooklyn,3,11216.0,40.68992,-73.948417,998555.138692,190637.109428,0,3017890047,303,36,25100,BK75,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,79,Local
12597,384711776737571d8d167406df8dacc4,HATTIE CARTHAN HERBAN FARM,49,VAN BUREN STREET,49 VAN BUREN STREET,BROOKLYN,Brooklyn,3,11221.0,40.690255,-73.943578,999897.02462,190759.98701500002,0,3017910063,303,36,26300,BK75,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",16.0,79,Local
12598,57f266d2eafb7f76ceadf379a2244e73,HATTIE CARTHAN PLAYGROUND,308,MONROE STREET,308 MONROE STREET,BROOKLYN,Brooklyn,3,11216.0,40.6857383725,-73.9452616625,999431.137424,189114.151841,3051458,3018190014,303,36,26500,BK75,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,79,Local
12600,fd57c74975cfe240d32de93a93bd4aff,"HAUGHWOUT, E. V., BUILDING",,,,NEW YORK,Manhattan,1,10012.0,40.723426474600004,-74.0026937807,983503.3287190001,202840.32486700002,0,1004870007,102,1,4700,MN24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
12606,0d1ebf16d52e6d86c21572c2adff9736,HAVEMEYER GARDEN ASSOCIATION,,,,BRONX,Bronx,2,10473.0,40.817590144200004,-73.8441971138,1027374.93067,237185.63029200002,0,2035400003,209,18,9000,BX09,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",8.0,43,Local
12607,b8c19ea6e8bd00c541a8af39e0779722,HAVEMEYER PLAYGROUND,,,,BRONX,Bronx,2,10462.0,40.829902473400004,-73.8478592647,1026353.488,241669.671141,0,2038170100,209,18,9200,BX59,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",8.0,43,Local
12609,a9b84f76de3662175c69734f6f818cbd,HAVEN AVENUE,,,,NEW YORK,Manhattan,1,10032.0,40.8483381721,-73.9428010222,1000074.8889299999,248355.0876,0,1021770313,112,10,26500,MN36,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PARKWAY,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,33,Local
12612,f1650e7ae2c41f93ac7d545a082a3ea8,HAVEN PLAZA,,HAVEN AVENUE,,NEW YORK,Manhattan,1,10032.0,40.8422500975,-73.94266151689999,1000114.93689,246136.998228,0,1021390085,112,10,25500,MN36,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_pedplazas,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,33,Local
12613,6dceff7c59d0887ee285cc3dd0773a41,HAVILAND PLAYGROUND,1101,PUGSLEY AVENUE,1101 PUGSLEY AVENUE,BRONX,Bronx,2,10472.0,40.8291946709,-73.8577076749,1023628.45639,241407.212609,2025717,2037900040,209,18,4001,BX55,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",8.0,43,Local
12614,0eeb0d85c47ad2c70f932dee1a3b3fe2,HAWKINS PARK,281,CITY ISLAND AVENUE,281 CITY ISLAND AVENUE,BRONX,Bronx,2,10464.0,40.846599,-73.78652199999999,1043313.1334899999,247788.24443000002,0,2056300037,210,13,51600,BX10,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",11.0,45,Local
12699,9025584e2252908969d679a48c41e290,HEATH TRIANGLE,,,,BRONX,Bronx,2,10463.0,40.8687620288,-73.9075720316,1009813.6223,255804.60586500002,0,0,207,14,26900,BX30,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,52,Local
12733,4e422e04f6322b4068fe877ca50ee8b0,HECKSCHER PLAYGROUND,,,,BROOKLYN,Brooklyn,3,11221.0,40.6951149062,-73.9182682337,1006914.30915,192536.127906,0,3033240040,304,37,41700,BK78,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",32.0,83,Local
12734,9f333f09eb78cfbb439f7fa2d72f1e25,HEFFERNAN TRIANGLE,,,,BROOKLYN,Brooklyn,3,11219.0,40.6459533639,-73.9947947072,985694.497969,174614.65037699998,0,3055820075,312,38,11000,BK34,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",15.0,66,Local
12744,304b0f845402b04668bd9f95ae9f0777,HEISSER TRIANGLE,1424,MYRTLE AVENUE,1424 MYRTLE AVENUE,BROOKLYN,Brooklyn,3,11237.0,40.698729,-73.91790400000001,1007014.0774899999,193852.94311199998,0,3032990001,304,37,43100,BK77,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",32.0,83,Local
12751,8c8644b99eb66dd1a7c38f52e0c91bde,"HELEN MCALLISTER, HARBOR TUGBOAT",,,,,Manhattan,1,,40.7053779814,-74.0033974032,983308.0412120001,196264.716431,0,1000730008,101,1,1502,,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",,0,Local
12755,d6b1fb17bf495a9f897eb0f0d432f5ec,HELL'S KITCHEN PARK,670,10 AVENUE,670 10 AVENUE,NEW YORK,Manhattan,1,10036.0,40.762966999999996,-73.99258499999999,986304.0954209999,217246.27383299998,1026548,1010570001,104,3,12700,MN15,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
12787,109842b7357f2651c8239f6eddc215a5,HEMPSTEAD BALLFIELD,,,,QUEENS VILLAGE,Queens,4,11429.0,40.7107430621,-73.7287683951,1059445.08464,198335.77388800003,0,0,413,27,58000,QN34,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION FIELD/COURTS,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",29.0,105,Local
12788,7db71704ca26be32eff343a363a25558,HEMPSTEAD BENCH SPREAD,,,,QUEENS VILLAGE,Queens,4,11429.0,40.7104819005,-73.7296129618,1059211.2350299999,198239.901413,0,0,413,27,58000,QN34,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",29.0,105,Local
12789,67bff7a462153e56dceb380fcb6eef23,HENDERSON PLACE HISTORIC DISTRICT,,,,NEW YORK,Manhattan,1,10028.0,40.7754287082,-73.9448141843,999534.6547200001,221791.21604899998,0,1015830117,108,5,14402,MN32,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
12791,2343327a2324e4a19f23f12b6842db37,HENDRICK I. LOTT HOUSE,1940,EAST 36 STREET,1940 EAST 36 STREET,BROOKLYN,Brooklyn,3,11234.0,40.6104324006,-73.93260164729999,1002963.3766,161680.572194,3240121,3085020020,318,46,65800,BK45,HISTORICAL SITES,HISTORICAL SITES,HISTORIC HOUSE PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,63,Local
12793,da9f01d9443e07136b769459aa29fa19,HENRY HUDSON PARK,,,,BRONX,Bronx,2,10463.0,40.8813294534,-73.9199627805,1006382.42046,260380.04100700002,0,2057440002,208,11,29301,BX29,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,50,Local
12794,06bcbe0fd9f0965dbe0123b5c0cb30ff,HENRY HUDSON PARKWAY,,,,BRONX,Bronx,2,10471.0,40.897417155700005,-73.90474099869999,1010585.27249,266245.651948,0,0,208,11,33500,BX22,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PARKWAY,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,50,Local
12800,17e5b03c46d2f581a17eb5423cd4be0c,HENRY M. JACKSON PLAYGROUND,1,JACKSON STREET,1 JACKSON STREET,NEW YORK,Manhattan,1,10002.0,40.713972,-73.98150600000001,989376.956876,199396.299885,1003222,1002670050,103,2,202,MN28,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,7,Local
12817,935bb4320da620fe2f044ced35b56d4c,HENRY STREET SETTLEMENT AND NEIGHBORHOOD PLAYHOUSE,,,,NEW YORK,Manhattan,1,10002.0,40.7140756844,-73.9846071538,988517.239977,199433.908971,0,1002880077,103,1,202,MN28,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,7,Local
12832,3e03e46f03d4e3814e2577e68092d781,"HENSON, MATTHEW, RESIDENCE",,,,NEW YORK,Manhattan,1,10039.0,40.8254295265,-73.9388001908,1001187.6054100001,240009.366444,0,1020350001,110,9,23400,MN03,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",5.0,32,Local
12833,07f4c864004a49f0f2ac06d5da0770d6,HER-KING ALAGANTIC BLOCK ASSOCIATION GARDEN,,,,BROOKLYN,Brooklyn,3,11213.0,40.6793203444,-73.9396565713,1000987.26466,186776.900167,0,3018640052,303,36,27100,BK61,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,79,Local
12834,2b9e4742cf6342d6a4ea23ad34f56c0c,HERALD SQUARE,1,HERALD SQUARE,1 HERALD SQUARE,NEW YORK,Manhattan,1,10001.0,40.750394162,-73.98759368270001,987687.4336,212665.735972,1089436,1008100045,105,4,10900,MN17,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
12836,e1b5f650ab261384f0b883a778663bca,HERALD SQUARE PLAZA,,,,NEW YORK,Manhattan,1,10001.0,40.7505045753,-73.9877592417,987641.5563360001,212705.956629,0,0,105,4,10900,MN17,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_pedplazas,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
12838,dc88d0b7c5106bba0ef668a203cef408,HERBAL GARDEN,285,SCHENCK AVENUE,285 SCHENCK AVENUE,BROOKLYN,Brooklyn,3,11207.0,40.67398,-73.88855699999999,1015163.05941,184845.158743,0,3039960009,305,37,115000,BK82,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",19.0,75,Local
12846,4d82bf8da31b95080ac1b558f7eb5dd0,HERBERT VON KING PARK,,,,BROOKLYN,Brooklyn,3,11216.0,40.6896719243,-73.946619649,999053.6399940001,190547.026823,0,3017900001,303,36,26300,BK75,PARKS AND PLAZAS,PARKS,COMMUNITY PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,79,Local
12853,a389dc62aceef7d86ddf6bfd6f4af547,HERITAGE PARK,,,,STATEN ISLAND,Staten Island,5,10310.0,40.6411520543,-74.1225977608,950225.995918,172889.168753,0,5001850386,501,49,13302,SI22,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",31.0,120,Local
12856,316e6f5524e2b0fda78c702e4a52b019,HERMAN DOLGON PLAYGROUND,3595,NOSTRAND AVENUE,3595 NOSTRAND AVENUE,BROOKLYN,Brooklyn,3,11229.0,40.5962670024,-73.9404264428,1000794.3062799999,156518.17963199998,3337294,3073870001,315,46,57200,BK17,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,61,Local
12857,f926a851fdbcb6e472a46e419daa360c,HERMON A. MACNEIL PARK,,,,FLUSHING,Queens,4,11356.0,40.7930595808,-73.851706676,1025311.47895,228244.685476,0,4039140001,407,19,92900,QN23,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",25.0,109,Local
12858,8034f05717e3bb7fda8d79a0909dda06,HERO PARK,,,,STATEN ISLAND,Staten Island,5,10301.0,40.6302712903,-74.0880704061,959804.227636,168913.49262,0,5005880040,501,49,3300,SI08,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",31.0,120,Local
12859,7e2defa8fbe86f88d8ce17931f3695ba,HERTLEIN AND SCHLATTER SILK TRIMMINGS FACTORY,,,,BRONX,Bronx,2,10455.0,40.8142394996,-73.9159434028,1007517.3404299999,235937.68199899996,0,2022920037,201,8,4300,BX39,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",7.0,40,Local
12863,M040012,HFZ PLAZA,76,ELEVENTH AVENUE,76 ELEVENTH AVENUE,NEW YORK,Manhattan,1,10011.0,40.744874502600005,-74.0078340834,982079.2210290001,210654.600584,1089807,1006890017,104,3,9900,MN13,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,10,Local
12909,22887a93d46dd890eafd17a7e1d3e0c8,HICKMAN PLAYGROUND,1420,EAST 67 STREET,1420 EAST 67 STREET,BROOKLYN,Brooklyn,3,11234.0,40.6202997291,-73.91299666729999,1008403.19232,165280.29386900002,0,3083880002,318,46,69602,BK45,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,63,Local
12913,6afe43e6b32f2f63496d4b39b46b2cb8,HIGH BRIDGE AQUEDUCT AND WATER TOWER,,,,NEW YORK,Manhattan,1,10032.0,40.8424593569,-73.9325932795,1002900.6499,246215.22283200003,0,1021060001,112,10,31100,MN99,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,33,Local
12920,e38cc8ca7f1569e3112d1930848aab43,HIGH PUMPING STATION,,,,BRONX,Bronx,2,10468.0,40.878311699499996,-73.8867629791,1015564.4657200001,259290.681735,0,2032510401,207,11,40900,BX28,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,52,Local
12922,8a8cb829781ffd0628e741fd0e34a6cb,HIGH ROCK PARK,132,ALTAMONT STREET,132 ALTAMONT STREET,STATEN ISLAND,Staten Island,5,10306.0,40.5826274077,-74.1230093551,950081.826352,151567.295669,5112436,5009390001,502,50,18100,SI24,PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURE AREA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",31.0,122,Regional
12986,792884fef9506c844b4a6da12feb3887,HIGHBRIDGE PARK,1345,DR M L KING JR BOULEVARD,1345 DR M L KING JR BOULEVARD,BRONX,Bronx,2,10452.0,40.8419761771,-73.92664237609999,1004547.34221,246040.505344,2120197,2025330022,204,16,20100,BX26,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",9.0,44,Local
12987,1b07eeb22419c9041dc46256d112d57c,HIGHBRIDGE PARK,506,EDGECOMBE AVENUE,506 EDGECOMBE AVENUE,NEW YORK,Manhattan,1,10032.0,40.8470035524,-73.9313089367,1003254.71415,247871.11995700002,1076738,1021060001,112,7,23900,MN36,PARKS AND PLAZAS,PARKS,COMMUNITY PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",6.0,34,Local
12994,M080044,HIGHGATE,182,EAST 95 STREET,182 EAST 95 STREET,NEW YORK,Manhattan,1,10128.0,40.7843636371,-73.9503917978,997987.99597,225045.588318,1087328,1015230034,108,5,15801,MN40,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
12996,96fe9e872e672ae5777acb5103399ab8,HIGHLAND PARK,375,JAMAICA AVENUE,375 JAMAICA AVENUE,BROOKLYN,Brooklyn,3,11207.0,40.6828532562,-73.88782943449999,1015360.73829,188078.196072,3400446,3038890001,305,37,118000,BK99,PARKS AND PLAZAS,PARKS,FLAGSHIP PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",19.0,75,Local
12997,d48c9d8e1eb2df7242f8ed01d2d4f3ee,HIGHLAND PARK,58-02,VERMONT AVENUE,58-02 VERMONT AVENUE,GLENDALE,Queens,4,11385.0,40.6877242131,-73.8883532926,1015213.1834,189852.640205,0,4037400075,405,30,56100,QN99,PARKS AND PLAZAS,PARKS,COMMUNITY PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",24.0,104,Local
12998,f1f31f4096276c1e619f5ead0009efae,HIGHLAND PARK CHILDRENS GARDEN,375,JAMAICA AVENUE,375 JAMAICA AVENUE,BROOKLYN,Brooklyn,3,11207.0,40.6828532562,-73.88782943449999,1015360.73829,188078.196072,3400446,3038890001,305,37,118000,BK99,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",19.0,75,Local
13003,M060019,HIGHPOINT,250,EAST 40 STREET,250 EAST 40 STREET,NEW YORK,Manhattan,1,10016.0,40.748540000000006,-73.97365400000001,991549.9217020001,211991.059428,1076162,1009207501,106,4,8800,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
13007,36abbe58bae47701f40364de13266ea0,HILLEL PLACE PLAZA,,,,BROOKLYN,Brooklyn,3,11210.0,40.6329466233,-73.9477727365,998746.183343,169880.220668,0,0,314,45,77400,BK42,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_pedplazas,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,70,Local
13010,448780ca4280d7d30eaaadce5cecd02e,HILLSIDE DOG PARK,4,VINE STREET,4 VINE STREET,BROOKLYN,Brooklyn,3,11201.0,40.7014004706,-73.9942696709,985838.877025,194815.624028,0,3002050001,302,33,100,BK09,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",13.0,84,Local
13015,c2cb4c99b2b02f100ff1c1abb0c0b925,HILLSIDE PLAYGROUND,81-14,256 STREET,81-14 256 STREET,GLEN OAKS,Queens,4,11004.0,40.740999910999996,-73.7131836995,1063729.60984,209372.98505,0,4087310004,413,23,157902,QN44,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",26.0,105,Local
13021,b08574fe80cb012786d34ba3c6720714,HILLTOP PLAYGROUND,,,,BROOKLYN,Brooklyn,3,11233.0,40.675325642,-73.9143385981,1008011.0515700001,185327.36846300002,0,3014400032,316,41,30300,BK79,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",23.0,73,Local
